seed,epsilon,method,player,subject,exact_shapley,midpoint,radius,efficient_lower,efficient_upper,oracle_bernstein_radius,radius_to_oracle_ratio
8503,1.0,authorized_public_clip,3,8,0.0005225639226075759,0.0005225659573810382,3.296251508872243e-05,0.0004896034422923157,0.0005555284724697606,2.071704234888626e-09,15910.820923959967
8503,1.0,authorized_public_clip,4,7,0.0006607055946246875,0.0006607089584303449,3.532918406234589e-05,0.0006253797743679991,0.0006960381424926908,3.3713084924316787e-09,10479.368512747236
8503,1.0,authorized_public_clip,5,29,0.0007388264593153841,0.0007388283740501489,3.8300722096852326e-05,0.0007005276519532965,0.0007771290961470013,1.9315979564578003e-09,19828.516575513928
8503,1.0,authorized_public_clip,6,3,0.0009310933324486988,0.0009310973329582639,3.8060865348185786e-05,0.0008930364676100781,0.0009691581983064497,4.023578341675615e-09,9459.456761151414
8503,1.0,authorized_public_clip,7,22,0.0005582596417843218,0.000558259431461372,3.642597370804079e-05,0.0005218334577533312,0.0005946854051694128,2.1959623088810332e-10,165877.0442494611
8503,1.0,oracle_bernstein,0,16,0.000770172106157299,0.0007701749118570467,2.80604249175782e-09,0.0007701721058145549,0.0007701753596611981,2.80604249175782e-09,1.0
8503,1.0,oracle_bernstein,1,21,0.0010331316806254695,0.0010331346410946685,2.999463215639663e-09,0.001033131641631453,0.001033134895478096,2.999463215639663e-09,1.0
8503,1.0,oracle_bernstein,2,25,0.00035731248897209034,0.00035731116590198564,1.3771550204506515e-09,0.0003573097887469652,0.0003573125430570061,1.3771550204506515e-09,1.0
8503,1.0,oracle_bernstein,3,8,0.0005225639226075759,0.0005225659573810382,2.071704234888626e-09,0.0005225638856768033,0.0005225671395234464,2.071704234888626e-09,1.0
8503,1.0,oracle_bernstein,4,7,0.0006607055946246875,0.0006607089584303449,3.3713084924316787e-09,0.0006607055871218525,0.0006607088409684957,3.3713084924316787e-09,1.0
8503,1.0,oracle_bernstein,5,29,0.0007388264593153841,0.0007388283740501489,1.9315979564578003e-09,0.0007388264424521924,0.0007388296962988362,1.9315979564578003e-09,1.0
8503,1.0,oracle_bernstein,6,3,0.0009310933324486988,0.0009310973329582639,4.023578341675615e-09,0.0009310933093799222,0.0009310965632265654,4.023578341675615e-09,1.0
8503,1.0,oracle_bernstein,7,22,0.0005582596417843218,0.000558259431461372,2.1959623088810332e-10,0.0005582592118651412,0.0005582596510576029,2.1959623088810332e-10,1.0
8504,0.25,authorized_public_clip,0,23,0.0002234165251301613,0.0002234169203021441,6.15614997985254e-07,0.00022280130530415886,0.00022403253530012935,3.9565852526134673e-10,1555.9250178638715
8504,0.25,authorized_public_clip,1,30,0.00013924907808465163,0.00013924928016118,6.283290815096697e-07,0.0001386209510796703,0.00013987760924268967,2.0231705279974477e-10,3105.6654533792334
8504,0.25,authorized_public_clip,2,26,0.00021200850748077026,0.00021200899125550787,6.385400349347763e-07,0.0002113704512205731,0.00021264753129044266,4.843312795857578e-10,1318.3952014846352
8504,0.25,authorized_public_clip,3,25,5.8757882286844515e-05,5.8758052739971145e-05,6.57367186192643e-07,5.81006855537785e-05,5.941541992616379e-05,1.7048779135101e-10,3855.802113356128
8504,0.25,authorized_public_clip,4,17,0.00018605307609686082,0.00018605316253983428,6.109269898564328e-07,0.00018544223554997784,0.00018666408952969072,8.660017227760162e-11,7054.57014448046
8504,0.25,authorized_public_clip,5,19,0.00013267204628969023,0.00013267259486648975,6.014460979886306e-07,0.00013207114876850112,0.00013327404096447838,5.490544508526916e-10,1095.4215871569272
8504,0.25,authorized_public_clip,6,6,0.00016313662292624534,0.00016313691948710574,5.582798821338353e-07,0.0001625786396049719,0.00016369519936923957,2.968190886261015e-10,1880.8759393405862
8504,0.25,authorized_public_clip,7,8,0.00013247026452578177,0.00013247061333337973,4.999321386811373e-07,0.0001319706811946986,0.00013297054547206085,3.492298680462253e-10,1431.5274391563912
8504,0.25,oracle_bernstein,0,23,0.0002234165251301613,0.0002234169203021441,3.9565852526134673e-10,0.00022341652464361885,0.00022341652727724069,3.9565852526134673e-10,1.0
